bootstrap_iteration,Bell,Bird sounds,Boat,Bus,Car,Crickets,Dog,Explosion,Falling water/Rain,Flowing water,Footsteps,Helicopter,Insects,Laughter,Metro,Music,Musical instrument,Plane,Shout or scream,Singing,Siren,Speech,Train,Tram,Truck,Vehicle horn,Waves,Wind
138,0.9391929961060468,0.9501994673542865,0.49972646584815666,1.0,0.6460640659876352,0.9679675984369814,0.80794472192884,1.0,0.9602859302179722,0.9748914510781059,0.6770747156589388,0.9821428571428571,0.7890439974990384,0.5654602373696302,0.6691387559808613,0.7568820090512628,0.6967135825325966,0.813845736046192,0.7017547992083596,0.8619250201335307,0.8711687537268933,0.8690247565253116,0.6627327649923984,0.880496006725515,0.524074074074074,0.5407462342676645,0.929098916174794,0.986013986013986
139,0.7937426588172827,0.9344928562078438,0.7702042252552086,0.8476731835317695,0.7359608310050023,0.9697273156614341,0.6742537749039588,1.0,0.9381402881559442,0.9431013962668187,0.8487468313925256,0.9419191919191918,0.7165890601101103,0.16395182938853597,0.5796491228070175,0.9150261364569696,0.8511573971906354,0.9013493559218922,0.5068397436067934,0.8255976318141198,0.7861106341575093,0.8858699446565595,0.7122945061486382,0.8692549803840126,0.0518835391987038,0.7633390835111477,0.9901092223216099,0.7678571428571428
140,0.8754093438526979,0.9452865150779595,0.46897010030847913,0.8178383210991905,0.6774330511070596,0.9891479579036272,0.8476596052916786,1.0,0.9792441765103181,0.9500954094334744,0.8218296524727712,0.9272133095662508,0.7606693370603171,0.20076779945200995,0.6530423024472947,0.8449919431462607,0.7725102051534114,0.8356150173621676,0.6746971656176081,0.8999999999999999,0.646494762288477,0.8361730234106,0.7191264227650701,0.733064018833915,0.3091643258426966,0.44676526639300346,0.9646033516357811,1.0
141,0.8521141608358273,0.9280080127502018,0.7703479044017968,0.7969559642585248,0.7978210732346799,0.9839567659879747,0.9034868076125464,1.0,0.9114440339398485,0.9200424014705336,0.7319202568613522,0.9888888888888888,0.8439425158175158,0.6793650793650793,0.8589572192513368,0.9159593812632579,0.8085231878526042,0.8333474221819059,0.7026993355481728,0.9686119507091374,0.8559523809523809,0.8699495226600118,0.9046206177736028,0.9356855680868839,0.5487302875695733,0.7261821647338931,0.9183711477701084,0.9526289682539684
142,0.935174209770115,0.9552136008829244,0.7489288264142082,0.9273687685704853,0.7173814221705654,0.988153545612354,0.8547257497901448,1.0,0.9454767618881306,0.8960749970052365,0.7711471670634297,0.9821428571428571,0.7821189844466756,0.33515329533386956,0.753970103970104,0.6890158783015927,0.9014194474484838,0.839985387934043,0.3776321932281685,0.8916900093370681,0.8425128384687208,0.9274742480720137,0.6961951115091531,0.8066391941391943,0.04571052966641202,0.6223926712506711,0.951094836886687,0.9674927636466099
143,0.9417273707803403,0.9497917850098058,0.7315285211630828,0.9044052863436124,0.663440862353705,0.9793230507565841,0.7525656842126618,1.0,0.9801867342337583,0.960834122697448,0.8305599557158946,1.0,0.8683956509780433,0.06560146609736213,0.774142034436152,0.9076342618062772,0.754040616452273,0.9384384895255898,0.718653951310601,0.7581318045125216,0.8998397435897436,0.8426250094400697,0.6468205263454755,0.888888888888889,0.3797554002891928,0.8371195635523171,0.9749122095864003,1.0
144,0.9893990929705214,0.9583472573886245,0.7232635035244476,0.8927498927498927,0.7695258654562369,0.9906347230260908,0.7100226375540976,1.0,0.9057383637349445,0.8849543587872117,0.6006568936514812,1.0,0.6631783790591335,0.29037719451253285,0.6983796296296296,0.6426062362678074,0.7095676948010707,0.9091583086156253,0.5484532828282828,0.6078927959629714,0.6971142129483916,0.7807005016602818,0.7228425966801336,0.8364472068020844,0.5085793379911027,0.7453363201862282,0.9532941642172206,0.9654108309990662
145,0.8750098162228483,0.9363312249506024,0.6117811915326226,0.8930729893072988,0.7231370669998942,0.9819147915181974,0.8817647641793929,1.0,0.8938799933148573,0.9076421611134616,0.7540986507265569,0.925,0.8959446645824244,0.3542020427466002,0.4693121693121693,0.9236399115102721,0.8550457440260072,0.8433521098238748,0.4012795035815823,0.9079365079365078,0.9025771127164315,0.8425432532499235,0.7131543121125635,0.9023470304301058,0.29229864011169165,0.5546822301325014,0.947189556139815,1.0
146,1.0,0.959559681200534,0.6610207332941359,0.9846415489272632,0.6006923461601202,0.9930841472273154,0.8810035172260995,1.0,0.9452646331050047,0.9454798720347962,0.7880072999869904,1.0,0.6938437776609252,0.39880952380952384,0.5808254551820728,0.8871495993503778,0.8580500794701493,0.9307918343236642,0.4723665223665223,0.8587890985164978,0.8998397435897436,0.824758109834769,0.6565198502688127,0.8891199130888727,0.5132445075958904,0.4535175419229035,0.9640642136119167,0.9821428571428571
147,0.8976943335043561,0.9524102957449894,0.7574169498488557,1.0,0.7770517016278887,0.9857924031003271,0.8381401149089698,1.0,0.9416767374813766,0.9424763125092817,0.8526041310136783,1.0,0.7148047870277245,0.10597396303927104,0.5242546791443851,0.8733175088217104,0.8564388711258568,0.8586690588409558,0.6346862671696374,0.742500147766251,0.6035324935475174,0.8451135748748426,0.6385861384684186,0.8171040326837429,0.3318696330991413,0.6299727853476086,0.9632505929368484,0.9751850713389175
148,0.9316624895572263,0.9426951285911778,0.5767368915652268,1.0,0.764382787242447,0.989741072479913,0.840511109762489,1.0,0.961743327538333,0.9303593149983113,0.7957107232292461,0.8611111111111112,0.6772757640290338,0.24977047753393328,0.4073841698841698,0.9030529220134055,0.8557418098536933,0.8310128421465741,0.793975122100122,0.7659814825061325,1.0,0.9109155400977066,0.515494680658802,0.8500972565883098,0.3014675284073724,0.6781411247473483,0.9294008399842194,0.9856737793156478
149,0.9852649094789787,0.9266812550327481,0.6240520211214505,0.8929374718848403,0.6964088223987952,0.9910374733914852,0.8392536358824763,1.0,0.9805946185172173,0.9229771299367195,0.8456202637694755,0.9571428571428571,0.6632939294046895,0.5079395686013333,0.40544590643274847,0.8246109582005505,0.709786689572077,0.8857096329752812,0.7701341956382124,0.8238924050632912,0.47778784742038244,0.7793354925708968,0.7932219195430734,0.7422452645077574,0.4244194814737982,0.6678440636646548,0.9294984371006798,0.980909090909091
150,0.8975221214202712,0.9415486807602136,0.5810407722378198,0.8412691608655395,0.7914423111622225,0.9892888043332665,0.8008129701953041,1.0,0.9469326554522335,0.9436563686520376,0.8311725439345815,0.9838235294117645,0.7864550264550264,0.33779320095109566,0.3724108707130343,0.718011406325285,0.7558003156467893,0.8948640294769767,0.6321027012203483,0.6267984890835283,0.5149188644896211,0.9393640848894786,0.6262058894862497,0.8393204667700538,0.5314847968172777,0.6179353716453271,0.9463688214998476,1.0
151,0.9962121212121211,0.9630893639003066,0.7182100767974282,0.7719428785031621,0.7175040609069386,0.9830500327625988,0.9182120624946875,1.0,0.9417092618387969,0.9332389868488393,0.7072107775784418,0.8274170274170274,0.7572975537599238,0.48822716358601526,0.7511164274322168,0.8834157188094752,0.9332715746682378,0.8935092507149356,0.5427237161640243,0.9022529069767442,0.8274170274170274,0.8871262500064925,0.7483658541872081,0.8650299389140239,0.6875,0.5259992290726375,0.9617253992128133,0.9405961583351289
152,0.9231501802061872,0.9688873425950664,0.5099911662373745,0.8257763975155279,0.7659918906462168,0.9993678392409593,0.8364570205912197,1.0,0.8504182647532608,0.9134483865475137,0.74513849364557,1.0,0.7875006600776936,0.20617470977453173,0.8645833333333333,0.7743053800586763,0.8252721929331561,0.8501678552127352,0.5079335165975847,0.8086201727295851,1.0,0.8042817178703148,0.7055969233251749,0.8732068226513006,0.8045933096041222,0.6803757657700507,0.9513025143913563,0.9325396825396826
153,0.7847472912220887,0.9359687645060333,0.4927685509728831,0.9575757575757575,0.7352301846791026,0.9818752742827646,0.9306230148124472,1.0,0.9133904148500489,0.953268538477123,0.7370144286530811,1.0,0.8337957180724873,0.19555200150302318,0.7954144620811288,0.8308484708923305,0.8387548137974636,0.9009634536326373,0.6085736673733727,0.5856211982320891,0.7105255028568295,0.8374476818113626,0.7209656651616515,0.7465119185655711,0.1907373177243787,0.5565483905649361,0.9616772251881046,1.0
154,0.9021981557222977,0.9239970153061202,0.6394143115943619,0.9537087912087913,0.6676672589334557,0.9822868752861583,0.8209437000916779,1.0,0.9144664637845681,0.9402124892957294,0.7841871798318482,1.0,0.798598134869602,0.11066554706905582,0.36281179138321995,0.911178830130443,0.7407609544406786,0.8229977157284618,0.6321512810190345,1.0,0.5861296278573979,0.9109944634258434,0.6898314323962047,0.8529911426821759,0.28465364848644525,0.6977322553046926,0.9189023462468475,0.960354526425955
155,0.9842731829573935,0.9489059425175418,0.513052705982578,0.9133462282398452,0.7616461960891414,0.9897941914903234,0.7309264879882006,1.0,0.9034571196479552,0.8351992407210562,0.7608472923602664,0.9406593406593408,0.7544842612438071,0.35467378533416266,0.7608890168970814,0.6712388716920017,0.7376471827343624,0.8370099099306568,0.7511506391465352,0.8802742007816005,0.9833333333333334,0.8918990027124266,0.6866382299158081,0.8280425965528266,0.23281426287133702,0.731358731957594,0.9711325398379698,1.0
156,0.8770677281835971,0.9710476747414658,0.6522177723141166,0.986013986013986,0.6379321147023935,0.990912897011447,0.7395334863496306,1.0,0.9607145987893894,0.9509289857198444,0.8151656425846688,0.9651515151515152,0.8114348048022463,0.31292562571587335,0.30357142857142855,0.6672598135671562,0.8322984844801937,0.8482677024927888,0.42571590152610145,0.8563547398037928,0.9666666666666668,0.9194535988276732,0.7178091631861957,0.935491470534574,0.6359505779194898,0.6835873716096256,0.9525941871426012,1.0
157,0.9973684210526315,0.9267203052941327,0.6873820603400419,0.8542845983309404,0.6004452507807931,0.9779759959588875,0.8934358582880741,1.0,0.9251772893718845,0.9528264910986954,0.7031419911961646,0.9924242424242424,0.6456170851228374,0.3153186274509804,0.596923076923077,0.7212672887861452,0.809955399376771,0.9070601414774135,0.6353984438040369,0.738550922761449,0.8755411255411254,0.9092354954323385,0.644102090348726,0.9574603174603173,0.23553459119496856,0.4852735370919999,0.947080737829423,1.0
158,0.8944644846476821,0.9472209077589642,0.6180967885158374,1.0,0.6631738183381061,0.9907432303823295,0.840559143497294,1.0,0.9490982797955674,0.9577664769962997,0.7408632590318831,1.0,0.743662372483651,0.1954738562091503,0.5900774663932559,0.8552168155298263,0.8537367747723656,0.8375631075225235,0.47995802050423897,0.8776954177897575,0.8508241758241759,0.8805796601671737,0.6827647938751231,0.842700675712595,0.5161472519241593,0.6393398947001567,0.9454576639210128,0.9910714285714285
159,0.9217357397504456,0.9495848542882979,0.5607155647821709,0.927060986821943,0.6911104354956975,0.9722464416825971,0.8950674191479474,1.0,0.953621035314099,0.9504688790135009,0.7685224103004706,0.8430215617715617,0.7873101482635194,0.3426777900462111,0.6952787952787952,0.7300118064442092,0.8479904875160093,0.8704188754623189,0.48927322636666276,0.8909130085600674,0.6654077723043239,0.8127756381392479,0.679838807402214,0.8905552499399464,0.37961523022144666,0.5658853697019031,0.9701407726147935,0.990909090909091
160,0.9221717171717172,0.9276011861791158,0.8209697524303701,0.8474260373196543,0.7318747438907279,0.9902543256201793,0.7964788779029981,0.9999999999999999,0.9541552984583681,0.9246490576926638,0.7192847942200487,0.9659090909090909,0.6900916752621579,0.24565188195587503,0.5175394497975143,0.7689915764854588,0.9186617558430988,0.9190970754830098,0.45666802333469,0.6900732851280048,0.5826371484266222,0.8282014908147033,0.5820327768357482,0.8877217553688141,0.5509678283759714,0.5785868490109423,0.9511874994552368,0.9786891679748821
161,0.893290570149347,0.9332844302068982,0.409895123257643,0.9334431475903615,0.7854759641489412,0.979404435923801,0.7674576012472332,1.0,0.8773466040092419,0.9151456078626868,0.6787008591173938,0.9797979797979798,0.848553284230014,0.10346677733066195,0.6922077922077922,0.8839912737535005,0.8279145182823731,0.927471886223997,0.6097197811101555,0.7830284552845528,0.7958017468187352,0.7944474505644873,0.7794871704404104,0.82510930705549,0.21370925906776572,0.5627218246643128,0.9638908053613936,0.9952380952380953
162,0.8928793686533625,0.9615034797947922,0.5009503220169446,0.9222852270881827,0.6049567040745477,0.9950337375644706,0.8306012047819827,1.0,0.9953973593698625,0.9573075895699188,0.8254389329817985,0.9613617376775271,0.6642908996732371,0.10785410062239953,0.936233997731324,0.9089511185434214,0.7385142994642891,0.9250041162280267,0.675459979381548,0.790990026945083,0.9494485294117646,0.8528453858103782,0.8805251369548251,0.7883151666147618,0.36422457477856895,0.5549272932204927,0.9678698770247767,0.8819444444444443
163,0.898372803257997,0.9624174585501791,0.37177957854106586,0.9373819163292848,0.8088042099895456,0.9875064090567036,0.718624174710784,1.0,0.9343763216784725,0.8950003871829237,0.7552218473136153,0.9861111111111112,0.7420968399242909,0.13524935043895536,0.5011904761904762,0.8458994647716653,0.84998924287333,0.8797848452775451,0.6703738002050135,0.6819881624966371,0.8537422110200938,0.7941653651715175,0.5591513742373984,0.8529193701695932,0.35968217601190855,0.6903044788963787,0.9148111672239896,1.0
164,0.8259978132922393,0.9478938096765328,0.5627584140572613,0.9272435897435898,0.7147208978211604,0.9894255441717846,0.8415010643350108,1.0,0.9322989389925487,0.9203153716619564,0.7786386721658467,0.9654761904761904,0.7078137492800481,0.033517564435028444,0.514021164021164,0.7844769794860307,0.8849915698000401,0.8310970300577547,0.7346476755567665,0.8176342341943365,0.8584967320261438,0.9143970859395952,0.6478883130286349,0.8854273504273504,0.3669077730832823,0.728922956721709,0.9498264894764771,1.0
165,0.9749661377708978,0.9428108056649646,0.6726804582237038,0.8792553191489362,0.8223786823889002,0.9796755588062166,0.8790350859439288,1.0,0.9670015163313881,0.9299458139319736,0.7546627493471116,0.9861111111111112,0.8489755931403291,0.3171417189744257,0.8072478991596638,0.7475004038650408,0.7971184150486484,0.9095435319115424,0.5083458208458208,0.8871951219512195,0.9603174603174602,0.7912238821575286,0.6166502461743463,0.8670762062855331,0.2436311000955557,0.7197182640899001,0.9645166167143882,1.0
166,0.9897096908939014,0.9527614740794037,0.7121288932630668,1.0,0.7853853501600896,0.9832273750051879,0.8495532254790986,1.0,0.9727355326845215,0.938203640325987,0.7936665637892516,0.9963235294117647,0.937309163059163,0.4218683293794159,0.3475663470516412,0.8885500769544326,0.83323150440826,0.8767556158723948,0.7261930077719551,0.7317641716732922,0.6216154250161603,0.8610654110617005,0.5250086806308863,0.8108151627905799,0.21999999999999997,0.6652154067674314,0.9441554547294482,0.9787545787545788
167,0.9330665800456728,0.9206191398616481,0.6762487111868419,0.92137917259631,0.7249346418337377,0.9836803179983064,0.7357893350444595,1.0,0.9909595877110767,0.9811794489373827,0.7405768813002365,1.0,0.7676665364995535,0.09795667746887261,0.36441701680672267,0.9284821428571428,0.8409428467394595,0.8880279761729135,0.5485795454545455,0.6151328836796988,0.8782271241830065,0.9022249093107514,0.7134475234754598,0.7971658826700844,0.6557142857142857,0.5069093567173778,0.9737927429053819,1.0
168,0.9115874428796318,0.940496547492462,0.5988427227849424,0.8831918669098191,0.6154504282470924,0.9886282017153308,0.6875113674325117,1.0,0.9517244526069665,0.9496209119668938,0.808662595326811,1.0,0.8094664306021497,0.1909903384904464,0.5355571071515345,0.6322614791426852,0.8452162304128319,0.8374096144219876,0.5376568824129799,0.832875650260104,0.9583333333333333,0.8838500491386204,0.6763472470574503,0.928363689973597,0.058823529411764705,0.5973847333559161,0.9181163635213206,0.9669202592279516
169,0.9081821617535903,0.969933341540369,0.8497902754296616,0.8934343434343434,0.6530096184400749,0.9637081812867054,0.7816270132079858,1.0,0.9919593476803719,0.9482341653350499,0.6639953580815834,0.9073260073260074,0.8682705064821739,0.11670411508524367,0.6606823248373771,0.6980976341460212,0.7744515990079229,0.9229486537343532,0.6912060244205428,0.7942558528428093,0.8581620458891013,0.792992210595406,0.8191167404581969,0.8105684878307161,0.09471701718200538,0.6478254817594264,0.9613255284397781,0.9888888888888888
170,0.8644852486101664,0.9737713899371271,0.6680267193348589,1.0,0.8057526785537298,0.9902794445432938,0.7860858842160484,1.0,0.8976400372625188,0.913600880786625,0.7370720094408094,1.0,0.8054363945054174,0.29166666666666663,0.550595238095238,0.6307236778138359,0.8661824742991606,0.9019302587043911,0.5241873557243448,0.9117155810069195,0.7519193857965452,0.7785619956208694,0.7306381859134279,0.9726254138018843,0.3325140167367539,0.6091650698015177,0.9663653792002649,0.9999999999999999
171,0.9930555555555556,0.9608082774143369,0.5720381524191014,1.0,0.7656615874527817,0.9913183182800042,0.8707222206347492,1.0,0.9662265453621403,0.9498683182465681,0.6935414512553066,1.0,0.8207858649962189,0.29924218414909576,0.6520146520146519,0.7643437989428922,0.8684560978432165,0.8658463906755751,0.39738105995128464,0.7559967101335845,0.8551587301587301,0.8514424210052245,0.735135815797674,0.8316115341090251,0.5658331136882796,0.7608035257639599,0.9407521963161544,0.9708624708624709
172,0.9086908306009429,0.9596609747366425,0.7014008408985667,0.9417372881355932,0.682725327480901,0.9773064011479192,0.8516842039258882,1.0,0.9219550492788036,0.9587508909468151,0.6751706859372367,1.0,0.834719995078451,0.4790759490232298,0.8833333333333333,0.7829406064828323,0.8805911255902229,0.9090764114544142,0.45833308106035375,0.9018759018759018,0.8352675693101225,0.9008329864749033,0.7281822754940119,0.8889526478825389,0.2618249208009214,0.5819201853258013,0.9725076950136217,0.9888888888888888
173,0.9924242424242424,0.962439478654813,0.5521300489779538,0.986013986013986,0.7153085270669776,0.983504098463887,0.858065132129307,1.0,0.9569698840738781,0.9221934383314265,0.703074482568048,1.0,0.668338862727303,0.28502655128671384,0.5925536881419236,0.6356602137893492,0.7866157078645666,0.8480445702132063,0.23554461018857306,0.6105539715341971,1.0,0.8309737962576637,0.700896108718593,0.8934955648926237,0.21023869330963363,0.5326384060275263,0.9605367984607178,1.0
174,0.8433038028203266,0.928159948961556,0.5729150380343052,1.0,0.6757876648994581,0.9774863593156156,0.897476937424487,1.0,0.8854847238174047,0.8943701734409499,0.7368785887319018,1.0,0.7902419106697188,0.33578120310800846,0.43631701631701636,0.8534830036378023,0.85353383609336,0.8801348188851065,0.7513888888888888,0.7268912883437109,0.9519230769230769,0.8323606778209794,0.5538668445840591,0.8808647561588738,0.3284325209232665,0.6449593289549801,0.9711117486551479,1.0
175,0.9114632599809305,0.9289001237546138,0.4523119565187067,1.0,0.7728958672312015,0.9963999443069207,0.8013697900992763,1.0,0.9750268364360255,0.9500931294974675,0.7699718255528363,0.9404761904761904,0.8706860409268564,0.4385933402370217,0.038461538461538464,0.8584336328224145,0.9165452542516288,0.8761331713882043,0.5751628462035702,0.8018332329286337,0.7901724353779147,0.8746913286465878,0.7494715275920313,0.8193491124260356,0.16999316641210838,0.4404780679601111,0.9522992302703767,1.0
176,0.9430090733065561,0.9479251467747324,0.4000357308046482,1.0,0.7386251968189622,0.9828679713609911,0.898345083629343,1.0,0.9491267666176875,0.9367791673624137,0.6538451811734107,0.9444444444444443,0.7598828998712319,0.5359267698423779,0.7535211198040145,0.8747636166199902,0.7882451089941099,0.8598691833614599,0.7967467912204755,0.8589983650745311,0.9679144385026738,0.8844732823371041,0.7372105595437991,0.97604900546077,0.14169602837983683,0.6585471907291259,0.9647373940054829,0.986013986013986
177,0.9237617402091086,0.95353011986723,0.7593949687302705,0.8076759827608725,0.7873013265115856,0.9739101698400306,0.767036319153741,1.0,0.9812685660275453,0.9376535090217977,0.7190641887247438,1.0,0.7642907609295999,0.39225110376426164,1.0,0.7060706887187151,0.7735249710161202,0.9244389699667793,0.6314575801855381,0.7865273747696117,0.8605200945626478,0.8936263350293515,0.8442471516882577,0.9010377182625986,0.3150381396295367,0.6389188804146678,0.9629704104921549,0.9669202592279516
178,0.987789126106209,0.9489997845316479,0.7905308545365424,0.827480085479101,0.7610507627965757,0.9967418546365914,0.6669214301581475,1.0,0.9158176173069325,0.9479353509226738,0.7347204892851434,1.0,0.6560208801324279,0.31604393739329284,0.6524479181455926,0.789435035503264,0.8260450301084092,0.8801579979767972,0.39559264265146615,0.5871256098131243,0.7777777777777777,0.8618383286434431,0.7219272732356273,0.816715976331361,0.3972594474436329,0.6148839134914966,0.9898134922855215,0.9888888888888888
179,0.9848730174817131,0.9492312157004038,0.8423823549244809,0.7191700948161692,0.7502297382629411,0.9715344453628911,0.8776832294037913,1.0,0.9002388834308761,0.9335113742541158,0.7164062379715083,0.9797979797979798,0.7203571264101447,0.33011695906432753,0.7907522064498809,0.698249133160512,0.8741577075586943,0.8731107777913852,0.7611253108593533,0.7219314116706269,0.7963684736346538,0.7766866033051711,0.5876937498694828,0.6946163720731369,0.17816336480078002,0.4232726526303364,0.9827988303436375,1.0
180,0.9970760233918128,0.9622055184287742,0.6133198834679977,1.0,0.7005394073708301,0.9485106807801527,0.7143313469128584,1.0,0.9459824914880243,0.9347882037985823,0.7729186278610081,0.9752747252747253,0.8130497383516413,0.21310285430232034,0.8409652920179236,0.8382462205533016,0.8487552301461446,0.9139816766842868,0.6850896898515946,0.6917275128119509,0.6862402391564159,0.8026794879782749,0.5172220546086964,0.7409122855966301,0.09904662199888331,0.7767611718262355,0.953412865233167,1.0
181,0.9910714285714285,0.9466226666985991,0.6831889863216623,0.9136437908496731,0.7173276540017582,0.9866983307637383,0.8828106281145633,1.0,0.9464374999430996,0.9297228914708093,0.804496341930427,0.8946503496503497,0.677076842162695,0.13170498084291188,0.6699855699855699,0.8512775913725281,0.9593798761840033,0.8772305712074795,0.768498683688557,0.7693692991494324,0.8908268733850129,0.8692588897534289,0.48309297655519146,0.8855748223153408,0.04091164406732429,0.6463807257283886,0.9401343699483439,0.9824236517218973
182,0.902072813320283,0.9456376156021009,0.747980195193288,1.0,0.870654756051546,0.9871168633672909,0.7247511724862473,1.0,0.9347036620936289,0.9370685626426442,0.7504659968805423,1.0,0.8410091628357881,0.22029430921024812,0.2640151515151515,0.8270508708279607,0.8764108557084193,0.9139240427994435,0.8504331316831315,0.8026954177897575,0.5763442282888378,0.9195165674083344,0.6241631148945775,0.9246675967603576,0.10764191260406095,0.5389849372022486,0.9730027791713927,1.0
183,0.9087469272632406,0.9350898893161134,0.8039138090753947,0.9134199134199134,0.7484403459579329,0.9855153987380709,0.8365634370710331,1.0,0.9641614557650657,0.9134647503243856,0.7475623017156969,1.0,0.8697052651149444,0.29497691035007895,0.6405649540517961,0.7455821515173379,0.9203056994755502,0.9093586440677305,0.7067155594054328,0.6488274571571876,0.9379251700680271,0.9029367144123455,0.6237456546168494,0.9168977786454805,0.0751365151954646,0.7878409073880558,0.9650012251218715,1.0
184,0.9493962600311415,0.9568148828678813,0.4105030196573448,1.0,0.5797246845600109,0.981515039281847,0.796261167439886,1.0,0.9765308405462657,0.9744728392986554,0.5743556689036404,1.0,0.841779869985002,0.3193031268261905,0.4570685997719246,0.833264306990887,0.8325488965261398,0.8776404862708865,0.3835071178821179,0.8807720057720057,0.7580544455544456,0.8759033038276449,0.7340915012146154,0.8994420575247644,0.43439436380612845,0.719236003258186,0.9522255011814037,0.9697979797979799
185,0.9284099920697859,0.9577720080210725,0.5461796835913263,1.0,0.615947748326418,0.9940099373515335,0.9186321440890769,1.0,0.9387134509670317,0.9244119244023437,0.7766681936390355,1.0,0.8077481939510337,0.37728295096716147,0.6958985731044555,0.6075647730800718,0.8383941994815638,0.8972518676365131,0.7169580419580419,0.813454011741683,0.6399800054315721,0.8225292029271809,0.6334168703763212,0.7951246605504294,0.3143283986755002,0.6519457632491342,0.9799262081722617,0.9597163865546219
186,0.9132422272719048,0.951494824988896,0.7707207824081581,1.0,0.7757774176798778,0.9710731017116999,0.6768582388468354,1.0,0.9723091777691483,0.9564978962218231,0.8378799789290541,0.9480519480519479,0.8618040494061866,0.41953905681039827,0.695276435856146,0.7933407573743708,0.8250055183320032,0.9048292600278903,0.6512590187590188,0.8562337022721177,0.7351242654710863,0.8054248887396989,0.7691204855410727,1.0,0.42851846974049324,0.5197447565858007,0.9665418845842906,1.0
187,0.8672064680893772,0.9547352734143858,0.39368699042822364,1.0,0.5974979848469009,0.9866620075006497,0.8710622445334456,1.0,0.9708266339836393,0.9355751292372562,0.7376634412529519,0.9111111111111111,0.6620503685097464,0.5331916696650996,0.6952020202020202,0.8440162298293785,0.8972470764832648,0.924503101907269,0.5891646524830668,0.9494485294117646,1.0,0.8317621998766405,0.756143041517257,0.8438426040681679,0.3520901361210994,0.7266533734398566,0.9711221688400823,0.9722222222222221
188,0.9916743613419513,0.9423052916323514,0.5771592980431532,0.840847102760729,0.643914784771403,0.9874796901970813,0.8957096970355845,1.0,0.9463647229115997,0.9406531310281036,0.8337899615234691,0.9666666666666668,0.6112152692749644,0.3847314112396191,0.6770270270270271,0.497403481594658,0.8346527170702203,0.9003201129116102,0.5927373235272891,1.0,0.8179845700755352,0.9215942341080875,0.793353965046198,0.864452535975858,0.17526436420269403,0.6063931110780846,0.9741005205325848,1.0
189,0.9910714285714285,0.9513066758831932,0.8429668910182103,1.0,0.7593453224879919,0.981531738510286,0.8086882846778776,1.0,0.9058170838273838,0.8803180892690223,0.6548868538485652,0.9419191919191918,0.6817527454968301,0.046548352962826646,0.18578296703296704,0.8571657279229543,0.8372237251073826,0.9272649237500675,0.4243747595631157,0.5192238937295243,0.9238095238095237,0.8605017577949005,0.6594180362152884,0.80770908025083,0.36250206708585053,0.8150592828224407,0.9756865954956484,1.0
190,0.9402585004039068,0.9541362702901728,0.7694706332728525,0.9209585121602287,0.6547399872048478,0.9965220620149315,0.9298146390190384,1.0,0.9824391136265691,0.9500630930517425,0.7333487847316956,1.0,0.7845585800760833,0.2731384640365665,0.5738095238095238,0.7390791870668031,0.8522268188259041,0.8998892707090895,0.3823419403514173,0.8693333333333334,0.7448232323232323,0.8126357747555443,0.7736947347051054,0.6845915218339176,0.5382411190122657,0.46968903876447976,0.9474417605455688,1.0
191,0.8917792394767673,0.9354422753644226,0.6336399875269664,1.0,0.6439363787730956,0.9676297587358931,0.7558501920447716,1.0,0.8650091001408349,0.909871663720164,0.8270615313318987,0.942857142857143,0.7283215465807118,0.2889681916380193,0.5454112554112553,0.7677536749019825,0.8460068394045457,0.8869670438707358,0.4550429599449207,0.951923076923077,0.8184026239066382,0.8611726613982106,0.7231650219045177,0.7666244591341103,0.29377215927037303,0.49168950185578525,0.9449292075515494,1.0
192,0.8384093508286636,0.9621357709943276,0.5350653440690104,0.893199233716475,0.713899127541904,0.976116503748483,0.8201793765973667,1.0,0.9293082464472839,0.9258940568423344,0.7843760376718687,0.975,0.8203064579091727,0.19733645983645984,0.5524204028589993,0.7656898383997274,0.8081150161962596,0.874353810111821,0.458612966554143,0.6048185689094064,0.15269479147806142,0.8321986112534645,0.6837908394289006,0.9044047619047619,0.24182812313243893,0.6567208190393028,0.9753744206271739,0.9866452991452991
193,0.9341701673150943,0.9521674675976388,0.6608198496061268,0.8514063226406322,0.6900955771522281,0.9545429738052083,0.8391431136262957,1.0,0.9338688018448079,0.9590646640644077,0.6992291026654012,1.0,0.6481148527417604,0.35613995818111227,0.3686868686868686,0.8185954340620025,0.827854199947877,0.9233860899458693,0.8291666666666666,0.725611683157363,0.8267686071154279,0.9017106594800985,0.7043066305250801,0.9055651561699949,0.4879862700228833,0.6728862502635555,0.9821217460355351,1.0
194,0.9449732907778636,0.9394249275065444,0.6750804788430829,0.8376436781609194,0.6828924778057014,0.9906288462227489,0.7351032949771277,1.0,0.9038937542774547,0.9299080367069787,0.7310799916744518,1.0,0.7011632938059298,0.26829475193623686,0.8259714795008912,0.8322464324952161,0.7953119476410085,0.8784934774659312,0.6183033051019478,0.8834554334554333,0.35344101449499554,0.8352830382481108,0.8845490307679291,0.8026915378588807,0.3373474073413789,0.8028998778998778,0.9846720184705012,0.9897435897435898
